id,host_is_superhost,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,price,review_scores_rating,reviews_per_month,neighbourhood
13188,Yes,Riley Park,Other,Entire home/apt,4,1,0,136,4.85,1.99,Other
13358,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,188,4.71,3.11,Downtown
18270,No,Mount Pleasant,Other,Private room,2,1,1,47,4.54,0.66,Mount Pleasant
18589,Yes,Grandview-Woodland,Private room in home,Private room,2,1,1,123,4.98,3.6,Other
18795,No,West End,Private room in home,Private room,2,1,1,75,4.56,0.74,Other
20085,No,Kensington-Cedar Cottage,Other,Entire home/apt,3,1,2,90,4.8,0.42,Other
24273,No,Kitsilano,Entire rental unit,Entire home/apt,6,1,2,171,5,0.11,Kitsilano
33150,Yes,Riley Park,Entire rental unit,Entire home/apt,3,1,1,138,4.98,1,Other
35102,Yes,Downtown,Entire condo,Entire home/apt,4,2,2,110,4.7,0.42,Downtown
35304,Yes,Grandview-Woodland,Entire home,Entire home/apt,2,1,1,125,4.78,3.57,Other
42645,No,Downtown,Entire condo,Entire home/apt,3,1,1,169,4.77,0.19,Downtown
73841,No,Downtown,Entire condo,Entire home/apt,4,1,1,120,4.79,0.17,Downtown
77157,Yes,Arbutus Ridge,Other,Entire home/apt,5,1,1,106,4.83,4.88,Other
98830,No,Downtown,Entire rental unit,Entire home/apt,2,1,1,189,4.88,1.56,Downtown
139705,No,Hastings-Sunrise,Private room in home,Private room,1,1,1,50,NA,NA,Other
140698,Yes,Mount Pleasant,Private room in home,Private room,2,1,1,110,4.88,1.2,Mount Pleasant
248014,No,Grandview-Woodland,Entire home,Entire home/apt,3,1,2,131,5,0.01,Other
256178,No,Kitsilano,Entire home,Entire home/apt,7,1,2,176,5,0.15,Kitsilano
322824,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,145,4.89,0.95,Downtown
359942,Yes,Downtown,Other,Private room,2,1,2,264,4.86,0.28,Downtown
436032,Yes,Downtown Eastside,Other,Entire home/apt,4,1,2,248,4.85,1.33,Downtown Eastside
461386,Yes,Killarney,Private room in home,Private room,2,1,1,183,4.54,0.33,Other
464172,Yes,Hastings-Sunrise,Entire home,Entire home/apt,4,1,2,162,4.74,0.31,Other
475296,Yes,Downtown Eastside,Other,Entire home/apt,2,1.5,1,350,4.87,1.72,Downtown Eastside
496298,Yes,Downtown,Entire rental unit,Entire home/apt,3,1,1,119,4.91,1.05,Downtown
498112,Yes,Kensington-Cedar Cottage,Entire home,Entire home/apt,8,2,4,550,4.76,0.3,Other
507767,Yes,Downtown,Other,Entire home/apt,4,1,1,183,5,0.05,Downtown
540348,Yes,Kensington-Cedar Cottage,Entire home,Entire home/apt,6,1,3,440,4.93,0.95,Other
557357,No,Grandview-Woodland,Entire home,Entire home/apt,2,1,1,80,4.89,1.19,Other
622217,No,Downtown,Entire condo,Entire home/apt,6,2,3,722,4.93,0.47,Downtown
625396,Yes,Kitsilano,Entire home,Entire home/apt,2,1,1,220,4.79,1.53,Kitsilano
654744,No,West End,Entire rental unit,Entire home/apt,4,2,2,143,4.75,0.51,Other
654763,Yes,Kensington-Cedar Cottage,Other,Entire home/apt,1,1,1,55,4.73,0.14,Other
703179,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,117,4.81,1.21,Downtown
713271,No,West End,Entire rental unit,Entire home/apt,2,1,1,135,4.78,0.66,Other
731219,No,Kitsilano,Other,Entire home/apt,2,1,1,175,4.93,0.09,Kitsilano
771366,Yes,Downtown,Other,Entire home/apt,2,1,0,183,5,0.09,Downtown
771380,Yes,Downtown,Other,Entire home/apt,6,2,2,270,4.67,0.1,Downtown
784153,Yes,Kitsilano,Other,Entire home/apt,2,1,1,140,4.79,0.41,Kitsilano
785297,Yes,Kitsilano,Private room in home,Private room,2,1,1,115,4.86,0.61,Kitsilano
801222,Yes,Fairview,Other,Entire home/apt,2,1,1,84,4.64,0.17,Other
875309,No,Kitsilano,Entire home,Entire home/apt,5,1.5,2,375,4.71,0.24,Kitsilano
880390,No,Kensington-Cedar Cottage,Private room in home,Private room,2,1,1,109,4.6,0.6,Other
885600,Yes,Dunbar Southlands,Other,Entire home/apt,2,1,1,135,4.93,2.2,Other
1032892,Yes,Grandview-Woodland,Private room in home,Private room,2,1,1,118,4.88,1.48,Other
1113551,No,Kitsilano,Entire home,Entire home/apt,8,2,4,780,4.85,0.36,Kitsilano
1118858,No,West End,Private room in home,Private room,2,1,1,75,4.55,0.4,Other
1141457,No,Downtown Eastside,Other,Entire home/apt,4,1,2,114,4.74,2.6,Downtown Eastside
1178149,No,Hastings-Sunrise,Other,Entire home/apt,2,1,1,117,4.92,1.13,Other
1187929,Yes,Kensington-Cedar Cottage,Entire home,Entire home/apt,4,2,2,174,4.85,0.94,Other
1191143,No,Kitsilano,Entire home,Entire home/apt,5,1.5,3,308,4.67,0.13,Kitsilano
1214617,Yes,Grandview-Woodland,Other,Entire home/apt,4,1,2,167,4.87,1.86,Other
1229506,No,Grandview-Woodland,Entire home,Entire home/apt,6,2.5,3,441,4.95,0.13,Other
1273760,Yes,Downtown,Other,Private room,4,1,1,209,4.88,4.71,Downtown
1301620,Yes,Grandview-Woodland,Other,Entire home/apt,4,1,0,150,4.86,1.62,Other
1343519,No,West End,Private room in home,Private room,2,1,1,75,4.49,0.52,Other
1365609,Yes,West End,Entire condo,Entire home/apt,2,1,1,352,4.9,1.52,Other
1445664,No,Hastings-Sunrise,Entire home,Entire home/apt,4,1,2,158,4.86,1.76,Other
1507975,Yes,Riley Park,Private room in home,Private room,2,1,1,82,4.75,2.88,Other
1604919,Yes,West End,Entire rental unit,Entire home/apt,4,2,2,160,4.97,1.03,Other
1623556,No,Riley Park,Entire home,Entire home/apt,4,1,2,108,4.65,2.67,Other
1657214,No,Downtown Eastside,Other,Entire home/apt,2,1.5,1,250,5,0.05,Downtown Eastside
1692124,Yes,Downtown Eastside,Entire condo,Entire home/apt,2,1,1,125,4.95,3.55,Downtown Eastside
1703616,No,Kitsilano,Entire rental unit,Entire home/apt,4,1,1,120,4.2,0.12,Kitsilano
1717967,Yes,Riley Park,Entire rental unit,Entire home/apt,4,1,2,252,4.92,2.82,Other
1733307,Yes,Downtown,Entire condo,Entire home/apt,5,1,1,256,4.84,4.44,Downtown
1768817,No,Riley Park,Other,Entire home/apt,2,1,1,100,4.91,0.52,Other
1830733,Yes,Downtown Eastside,Other,Entire home/apt,2,1,1,180,4.91,1.99,Downtown Eastside
1850984,Yes,Strathcona,Entire rental unit,Entire home/apt,4,1,2,198,4.83,0.4,Other
1995592,Yes,Kitsilano,Private room in home,Private room,4,1,2,110,4.65,2.71,Kitsilano
2011559,No,Kitsilano,Entire home,Entire home/apt,6,3,4,927,4.92,0.43,Kitsilano
2041582,No,Kitsilano,Entire rental unit,Entire home/apt,4,1,2,500,4.96,1.84,Kitsilano
2042431,Yes,Downtown,Entire rental unit,Entire home/apt,3,1,1,120,4.9,0.99,Downtown
2056676,Yes,Downtown,Entire rental unit,Entire home/apt,4,1,1,110,4.47,0.66,Downtown
2092610,No,Mount Pleasant,Entire condo,Entire home/apt,2,1,1,111,4.76,0.34,Mount Pleasant
2163742,Yes,Kensington-Cedar Cottage,Other,Private room,2,1,1,76,4.81,1.2,Other
2198419,No,Downtown,Entire rental unit,Entire home/apt,3,1,2,140,4.94,1,Downtown
2216062,Yes,West Point Grey,Entire rental unit,Entire home/apt,4,1,2,134,4.97,0.57,Other
2365994,No,West End,Entire rental unit,Entire home/apt,2,1,0,150,4.84,0.67,Other
2384083,No,Mount Pleasant,Entire home,Entire home/apt,4,2,3,205,NA,NA,Mount Pleasant
2454353,Yes,Kensington-Cedar Cottage,Entire home,Entire home/apt,3,1,1,182,4.96,1.61,Other
2468591,No,Downtown,Entire condo,Entire home/apt,2,1,1,135,4.73,0.09,Downtown
2472791,No,Kitsilano,Entire rental unit,Entire home/apt,3,1,1,340,4.83,0.21,Kitsilano
2532975,No,Hastings-Sunrise,Entire rental unit,Entire home/apt,4,1,2,225,4.75,0.4,Other
2576878,Yes,Fairview,Other,Entire home/apt,2,1,1,90,4.89,0.07,Other
2592307,Yes,South Cambie,Other,Entire home/apt,2,1,1,130,4.93,6.19,Other
2669445,No,West Point Grey,Entire home,Entire home/apt,2,1,1,110,4.81,0.11,Other
2675179,Yes,Kitsilano,Entire home,Entire home/apt,4,2,2,450,4.95,0.79,Kitsilano
2764812,Yes,Downtown,Entire condo,Entire home/apt,6,2,2,189,4.87,1.56,Downtown
2847310,Yes,Downtown Eastside,Other,Entire home/apt,2,1,0,235,4.96,3.97,Downtown Eastside
2944104,Yes,Downtown,Entire rental unit,Entire home/apt,2,1,1,106,4.64,0.74,Downtown
2969182,No,Grandview-Woodland,Entire home,Entire home/apt,8,1,4,742,4.4,0.04,Other
3142563,Yes,Kitsilano,Other,Entire home/apt,3,1,1,130,4.9,7.8,Kitsilano
3165779,No,Downtown,Entire rental unit,Entire home/apt,4,2,2,200,NA,NA,Downtown
3168686,Yes,Downtown,Other,Entire home/apt,4,1,2,264,4.79,0.63,Downtown
3183304,Yes,Renfrew-Collingwood,Private room in home,Private room,2,1,1,50,4.63,0.45,Other
3215295,No,Riley Park,Other,Entire home/apt,2,1,1,120,4.87,0.39,Other
3241017,Yes,Downtown,Entire rental unit,Entire home/apt,2,1,1,128,4.96,1.33,Downtown
3309313,Yes,Downtown,Other,Entire home/apt,6,2,2,270,4.43,0.05,Downtown
3340865,Yes,Dunbar Southlands,Entire home,Entire home/apt,3,1,1,141,4.98,4.25,Other
3445182,No,Fairview,Entire home,Entire home/apt,5,2.5,2,315,NA,NA,Other
3458717,Yes,Kitsilano,Entire home,Entire home/apt,6,4.5,3,756,4.8,1.47,Kitsilano
3594666,Yes,Downtown,Entire rental unit,Entire home/apt,4,1,2,540,4.42,0.09,Downtown
3621849,No,Hastings-Sunrise,Entire home,Entire home/apt,10,3,5,295,4.75,2.83,Other
3629071,Yes,Grandview-Woodland,Other,Entire home/apt,2,1,1,160,4.92,6.17,Other
3638973,No,Renfrew-Collingwood,Private room in home,Private room,2,1,1,55,4.2,0.18,Other
3666752,No,Kitsilano,Entire home,Entire home/apt,9,2,5,550,4.76,0.68,Kitsilano
3678989,Yes,Grandview-Woodland,Other,Entire home/apt,4,1,1,106,4.81,3.29,Other
3812348,Yes,Riley Park,Private room in home,Private room,2,1,1,91,4.93,6.23,Other
3857478,No,West End,Other,Entire home/apt,3,1,1,171,4.85,1.47,Other
3859085,Yes,Mount Pleasant,Private room in home,Private room,1,1,1,117,4.98,4.15,Mount Pleasant
3902807,No,Kitsilano,Other,Entire home/apt,4,2,2,395,NA,NA,Kitsilano
4000936,Yes,Riley Park,Other,Entire home/apt,4,1,1,250,4.88,0.23,Other
4054111,Yes,Mount Pleasant,Entire rental unit,Entire home/apt,4,2,2,423,4.97,2.54,Mount Pleasant
4104870,No,Grandview-Woodland,Other,Entire home/apt,4,1,1,141,4.74,0.94,Other
4108794,No,Kitsilano,Other,Entire home/apt,4,1,2,375,4.98,2.85,Kitsilano
4118193,No,Downtown,Entire rental unit,Entire home/apt,4,1,2,560,NA,NA,Downtown
4137579,No,Grandview-Woodland,Other,Entire home/apt,2,1,1,234,4.86,1.09,Other
4145030,Yes,Killarney,Private room in home,Private room,2,1,1,197,4.59,0.27,Other
4225233,Yes,West End,Entire rental unit,Entire home/apt,2,1,1,128,4.86,0.51,Other
4244379,No,Downtown Eastside,Other,Entire home/apt,3,1,1,185,4.86,4.38,Downtown Eastside
4256725,Yes,Hastings-Sunrise,Other,Entire home/apt,2,1,1,119,4.91,2.78,Other
4395511,No,Renfrew-Collingwood,Other,Entire home/apt,2,1,1,76,4.82,2.75,Other
4465068,Yes,Kitsilano,Entire home,Entire home/apt,5,2.5,3,400,4.84,0.59,Kitsilano
4465499,No,Strathcona,Other,Shared room,4,1,2,85,4.91,0.34,Other
4568364,Yes,West Point Grey,Entire home,Entire home/apt,6,1,2,156,4.79,3.14,Other
4624838,Yes,Mount Pleasant,Private room in home,Private room,4,1,1,89,4.76,2.18,Mount Pleasant
4679955,No,Kitsilano,Other,Entire home/apt,6,1.5,3,242,4.88,0.66,Kitsilano
4747128,Yes,Downtown,Other,Private room,2,1.5,2,375,4.97,2.17,Downtown
4787924,Yes,Kensington-Cedar Cottage,Other,Entire home/apt,2,1,1,90,4.91,1.24,Other
4817453,Yes,Riley Park,Entire home,Entire home/apt,2,1,1,167,4.94,0.47,Other
4849995,Yes,Downtown,Entire condo,Entire home/apt,4,2,2,300,5,0.17,Downtown
4888430,Yes,Mount Pleasant,Entire rental unit,Entire home/apt,2,1,1,90,4.92,4.73,Mount Pleasant
4924996,No,Grandview-Woodland,Other,Entire home/apt,8,2.5,3,217,4.61,0.42,Other
4942126,Yes,Fairview,Other,Private room,2,1,1,100,4.94,1.56,Other
4995055,Yes,Riley Park,Entire home,Entire home/apt,2,1,1,130,4.75,0.82,Other
5154272,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,135,4.95,0.17,Downtown
5315811,Yes,Fairview,Other,Entire home/apt,2,1,1,118,4.8,0.12,Other
5347437,No,Downtown,Entire condo,Entire home/apt,3,1,2,126,4.41,4.12,Downtown
5423637,Yes,West End,Entire condo,Entire home/apt,3,1,2,208,4.85,0.58,Other
5439203,Yes,Downtown,Entire rental unit,Entire home/apt,2,1,0,95,4.91,1.31,Downtown
5471844,Yes,Kensington-Cedar Cottage,Entire home,Entire home/apt,2,1,1,109,4.92,8.71,Other
5480529,No,West End,Entire condo,Entire home/apt,6,2,3,350,4.97,0.31,Other
5580678,No,Mount Pleasant,Entire condo,Entire home/apt,4,2,2,270,4.97,0.27,Mount Pleasant
5602997,Yes,Grandview-Woodland,Entire home,Entire home/apt,4,1,2,258,4.95,2.72,Other
5629341,Yes,Downtown,Entire rental unit,Entire home/apt,4,2,1,200,4.38,0.06,Downtown
5631903,Yes,South Cambie,Other,Entire home/apt,4,1,2,136,4.83,2.46,Other
5747556,No,Grandview-Woodland,Other,Entire home/apt,4,1,1,152,4.79,1.19,Other
5877217,No,West End,Entire rental unit,Entire home/apt,2,1,1,120,4.88,0.26,Other
5881530,Yes,Grandview-Woodland,Entire home,Entire home/apt,5,1,2,143,4.94,3.93,Other
5884863,No,West Point Grey,Entire home,Entire home/apt,4,1.5,1,413,4,0.01,Other
5919984,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,135,5,0.14,Downtown
6032973,No,West Point Grey,Entire home,Entire home/apt,8,4,4,1475,5,0.33,Other
6055572,No,Kitsilano,Entire home,Entire home/apt,4,1,2,180,4.76,0.49,Kitsilano
6134895,Unknown,Mount Pleasant,Entire home,Entire home/apt,8,2.5,3,170,4.78,2.08,Mount Pleasant
6187941,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,170,4.93,0.46,Downtown
6324453,Yes,Mount Pleasant,Entire home,Entire home/apt,10,2.5,4,682,4.92,0.94,Mount Pleasant
6416686,No,Renfrew-Collingwood,Private room in home,Private room,2,1,1,70,4.5,0.17,Other
6421331,Yes,Hastings-Sunrise,Entire home,Entire home/apt,4,1.5,2,250,4.95,0.52,Other
6423132,Yes,Kitsilano,Other,Entire home/apt,6,2.5,3,903,4.81,0.45,Kitsilano
6425616,Yes,Downtown Eastside,Entire rental unit,Entire home/apt,4,2,2,353,4.87,2.22,Downtown Eastside
6435598,No,Kerrisdale,Other,Entire home/apt,2,1,1,124,4.96,0.31,Other
6494884,No,Grandview-Woodland,Entire home,Entire home/apt,6,2.5,3,579,4.96,0.54,Other
6611269,Yes,Renfrew-Collingwood,Private room in home,Private room,2,1,1,60,4.83,0.51,Other
6646902,No,Mount Pleasant,Entire rental unit,Entire home/apt,4,2,2,100,4.74,0.36,Mount Pleasant
6732143,Yes,Riley Park,Entire home,Entire home/apt,2,1,0,91,4.86,2.25,Other
6747832,Yes,West Point Grey,Entire home,Entire home/apt,2,1,0,95,4.93,3.9,Other
6798565,No,West End,Entire condo,Entire home/apt,4,2,2,145,4.95,1.14,Other
6808688,Unknown,Downtown,Other,Private room,1,1,1,75,4.79,2.76,Downtown
6812180,Yes,Downtown Eastside,Entire home,Entire home/apt,3,1,2,168,4.91,2.97,Downtown Eastside
6863617,Yes,Downtown Eastside,Private room in home,Private room,2,1,1,148,4.92,1.51,Downtown Eastside
6867548,Yes,Riley Park,Other,Entire home/apt,6,1.5,2,154,4.9,1.52,Other
6897283,Yes,Dunbar Southlands,Private room in home,Private room,2,1.5,1,111,4.83,0.24,Other
6912562,Yes,South Cambie,Private room in home,Private room,2,1,1,290,4.64,0.62,Other
6939286,Yes,Downtown Eastside,Entire rental unit,Entire home/apt,2,1,0,155,4.85,3.6,Downtown Eastside
6993905,Yes,West End,Other,Private room,2,1,1,121,4.9,4.84,Other
7034128,Yes,Hastings-Sunrise,Other,Entire home/apt,4,1,2,220,4.83,0.57,Other
7054627,No,Victoria-Fraserview,Other,Entire home/apt,3,1,1,97,4.88,0.64,Other
7112627,Yes,Fairview,Entire condo,Entire home/apt,4,2,2,276,5,0.11,Other
7163201,Yes,Downtown,Other,Private room,2,1,1,99,4.91,2.63,Downtown
7183413,Yes,Grandview-Woodland,Private room in home,Private room,2,1,1,126,4.97,1.92,Other
7205389,No,Kitsilano,Entire home,Entire home/apt,4,3,3,350,5,0.06,Kitsilano
7248669,Yes,Hastings-Sunrise,Other,Entire home/apt,3,1,1,258,4.97,0.77,Other
7478857,Yes,Grandview-Woodland,Other,Entire home/apt,2,1,1,136,4.81,2.26,Other
7481879,No,Kitsilano,Private room in home,Private room,3,1,1,109,4.62,0.91,Kitsilano
7494656,No,West Point Grey,Private room in home,Private room,2,1,1,115,4.73,1.18,Other
7518690,Yes,South Cambie,Private room in home,Private room,2,1,1,296,4.88,0.6,Other
7547752,Yes,Renfrew-Collingwood,Other,Entire home/apt,2,1,1,141,4.94,0.83,Other
7548858,No,Mount Pleasant,Other,Entire home/apt,2,1,0,204,4.89,1.18,Mount Pleasant
7635114,No,West Point Grey,Private room in home,Private room,3,1,1,129,4.66,1.06,Other
7639521,Unknown,Downtown Eastside,Other,Entire home/apt,2,1,1,215,4.94,7.37,Downtown Eastside
7679929,Yes,Mount Pleasant,Other,Entire home/apt,2,1,1,103,4.91,1.74,Mount Pleasant
7701543,Yes,Downtown,Other,Private room,2,1,1,177,4.82,2.01,Downtown
7769633,Yes,Riley Park,Private room in home,Private room,2,1,1,77,4.83,0.66,Other
7788230,Yes,Marpole,Private room in home,Private room,1,1,1,44,4.67,0.52,Other
7804061,Yes,Downtown Eastside,Entire condo,Entire home/apt,2,1,1,139,4.89,2.2,Downtown Eastside
7858563,Yes,Marpole,Private room in home,Private room,1,1,1,44,4.67,0.58,Other
7858932,Yes,Marpole,Private room in home,Private room,2,1,1,58,4.83,0.56,Other
7860202,Yes,Marpole,Private room in home,Private room,2,1,1,58,4.67,0.49,Other
7860338,Yes,Marpole,Private room in home,Private room,1,1,1,49,4.76,0.3,Other
7860380,Yes,Marpole,Entire home,Entire home/apt,6,1,2,148,4.82,0.83,Other
7917307,Yes,Downtown,Other,Entire home/apt,4,1,1,201,4.83,4.18,Downtown
7988085,No,Kensington-Cedar Cottage,Private room in home,Private room,1,1,1,44,4.87,0.37,Other
7997635,No,Kensington-Cedar Cottage,Private room in home,Private room,2,1,1,77,4.68,1.85,Other
8166055,No,Downtown,Entire rental unit,Entire home/apt,3,1,1,157,NA,NA,Downtown
8252104,Yes,Grandview-Woodland,Other,Entire home/apt,2,1,1,133,4.99,3.56,Other
8356680,Yes,Strathcona,Other,Entire home/apt,2,1,0,104,4.93,5.56,Other
8371276,Yes,Downtown,Entire rental unit,Entire home/apt,4,1,2,192,4.89,0.85,Downtown
8429321,Yes,Fairview,Entire rental unit,Entire home/apt,4,1,1,166,4.97,2.23,Other
8434517,No,Mount Pleasant,Entire home,Entire home/apt,3,1,1,130,4.82,0.94,Mount Pleasant
8541289,Yes,Downtown,Entire rental unit,Entire home/apt,5,1,2,319,4.55,1.24,Downtown
8558636,Yes,Riley Park,Other,Entire home/apt,1,1,1,75,4.9,0.25,Other
8672239,Yes,Sunset,Other,Entire home/apt,5,1,2,112,4.91,1.68,Other
8743634,Yes,Mount Pleasant,Entire rental unit,Entire home/apt,4,1,2,180,4.82,3.07,Mount Pleasant
8802669,Yes,Renfrew-Collingwood,Other,Private room,2,1.5,1,106,4.97,1.23,Other
8900687,No,Downtown Eastside,Entire rental unit,Entire home/apt,2,1,1,100,4.82,0.15,Downtown Eastside
9016662,No,Hastings-Sunrise,Private room in home,Private room,1,1,1,68,NA,NA,Other
9046022,Yes,Downtown,Entire condo,Entire home/apt,3,1,2,145,4.95,0.36,Downtown
9315705,Yes,Kitsilano,Entire home,Entire home/apt,2,1.5,1,190,5,0.22,Kitsilano
9450480,No,Kitsilano,Other,Entire home/apt,2,0,1,95,4.68,0.49,Kitsilano
9515819,Yes,Grandview-Woodland,Other,Entire home/apt,3,1,1,109,4.82,1.2,Other
9562576,Yes,Downtown,Other,Entire home/apt,2,1,1,242,4.94,0.43,Downtown
9592923,No,Mount Pleasant,Entire condo,Entire home/apt,5,1,1,252,4.83,0.87,Mount Pleasant
9604978,Yes,Hastings-Sunrise,Entire home,Entire home/apt,2,1,1,100,4.95,3.62,Other
9867831,Yes,Kitsilano,Other,Entire home/apt,4,2.5,2,708,4.9,0.56,Kitsilano
10523480,Yes,West End,Entire rental unit,Entire home/apt,2,1,0,94,4.88,3.24,Other
10786475,Yes,Arbutus Ridge,Other,Entire home/apt,4,1,2,150,4.96,0.21,Other
10867374,No,Downtown,Entire condo,Entire home/apt,2,1,1,214,4.45,0.32,Downtown
10992078,No,Dunbar Southlands,Other,Entire home/apt,6,1,2,116,4.71,1.47,Other
11242550,Yes,Renfrew-Collingwood,Private room in home,Private room,1,1,1,72,4.84,0.49,Other
11261229,No,Grandview-Woodland,Other,Entire home/apt,6,2,2,183,4.81,1.41,Other
11305898,No,Hastings-Sunrise,Other,Entire home/apt,6,1,2,143,4.7,0.39,Other
11319317,Yes,Downtown,Entire rental unit,Entire home/apt,2,1,0,187,4.81,0.89,Downtown
11401593,Yes,Kitsilano,Other,Entire home/apt,4,1,2,350,5,1.77,Kitsilano
11548616,Yes,Hastings-Sunrise,Entire home,Entire home/apt,2,1,0,97,4.93,2.79,Other
11638140,No,Kitsilano,Entire home,Entire home/apt,6,2,3,826,4.96,1.58,Kitsilano
11851708,Yes,Riley Park,Other,Entire home/apt,2,1,1,163,4.85,2.53,Other
11906047,Yes,Kensington-Cedar Cottage,Entire home,Entire home/apt,5,1,2,203,4.89,1.93,Other
11922799,Yes,Downtown,Entire condo,Entire home/apt,2,1,0,99,4.82,0.45,Downtown
11950920,Yes,West Point Grey,Entire home,Entire home/apt,2,1,1,165,4.92,2.35,Other
12213507,Yes,West End,Entire condo,Entire home/apt,4,1,2,175,4.89,0.4,Other
12285968,No,Kensington-Cedar Cottage,Entire home,Entire home/apt,4,1,2,125,4.74,5.8,Other
12304783,Yes,Hastings-Sunrise,Entire home,Entire home/apt,5,2,2,159,4.92,3.68,Other
12309772,No,Downtown,Entire rental unit,Entire home/apt,5,2,2,199,4.71,2.6,Downtown
12313584,No,Downtown,Entire rental unit,Entire home/apt,4,2,2,300,NA,NA,Downtown
12336968,Yes,Kensington-Cedar Cottage,Entire home,Entire home/apt,11,3,5,3325,4.84,0.69,Other
12391067,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,125,5,0.35,Downtown
12500432,No,Dunbar Southlands,Private room in home,Private room,2,1,1,163,4.71,0.8,Other
12522460,Yes,Fairview,Other,Private room,2,1,1,128,4.95,0.95,Other
12603779,No,Kitsilano,Entire rental unit,Entire home/apt,2,1,1,121,4.7,0.09,Kitsilano
12604369,Yes,Riley Park,Other,Entire home/apt,4,1,1,159,4.86,4.71,Other
12816373,No,Kerrisdale,Entire home,Entire home/apt,4,1,2,107,5,2.81,Other
12848264,Yes,Kitsilano,Other,Entire home/apt,4,2,2,249,4.93,0.49,Kitsilano
13000591,No,Marpole,Entire home,Entire home/apt,2,1,1,105,4.85,0.6,Other
13032884,No,Downtown,Entire condo,Entire home/apt,4,2,2,221,5,0.05,Downtown
13062709,Yes,Downtown,Entire condo,Entire home/apt,5,2,2,295,NA,NA,Downtown
13093588,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,191,4.96,0.26,Downtown
13095062,Yes,Riley Park,Entire home,Entire home/apt,6,2,3,230,4.95,0.17,Other
13095272,Yes,Grandview-Woodland,Private room in home,Private room,2,1,1,140,4.72,0.28,Other
13131513,Yes,Grandview-Woodland,Private room in home,Private room,2,1.5,1,78,4.72,1.25,Other
13157169,Yes,Riley Park,Other,Entire home/apt,4,2,2,260,4.89,1.03,Other
13205734,Yes,Renfrew-Collingwood,Other,Entire home/apt,4,1,1,94,4.85,3.48,Other
13274735,Yes,Grandview-Woodland,Entire rental unit,Entire home/apt,4,1,1,126,4.89,3.84,Other
13284025,Yes,Sunset,Entire home,Entire home/apt,4,1,1,128,4.91,1.5,Other
13350002,Yes,Riley Park,Entire home,Entire home/apt,6,1,2,247,4.8,1.35,Other
13358432,Yes,Renfrew-Collingwood,Entire condo,Entire home/apt,1,1,2,55,4.63,0.38,Other
13361855,Yes,Arbutus Ridge,Private room in home,Private room,2,1,1,80,4.9,4.07,Other
13416108,Yes,Downtown Eastside,Other,Entire home/apt,4,2,2,233,4.87,3.29,Downtown Eastside
13456176,No,Grandview-Woodland,Other,Entire home/apt,2,1,1,141,4.77,0.82,Other
13525164,No,West End,Entire rental unit,Entire home/apt,2,1,0,99,4.92,1.26,Other
13565457,No,West End,Other,Private room,2,1,1,124,4.74,0.44,Other
13606952,Yes,Downtown,Entire rental unit,Entire home/apt,2,1,1,204,4.86,2.22,Downtown
13619016,Yes,Downtown,Entire condo,Entire home/apt,5,2,2,261,NA,NA,Downtown
13620049,No,Downtown Eastside,Other,Entire home/apt,3,2,2,317,5,0.05,Downtown Eastside
13673539,No,Kensington-Cedar Cottage,Entire home,Entire home/apt,2,1,1,240,4.8,1.27,Other
13766869,Yes,Downtown,Entire rental unit,Entire home/apt,2,1,0,125,4.91,0.68,Downtown
13784356,Yes,Downtown,Entire condo,Entire home/apt,1,1,0,99,4.61,0.55,Downtown
13800057,No,Downtown,Entire rental unit,Entire home/apt,6,2,3,280,4.94,0.14,Downtown
13829747,Yes,Mount Pleasant,Entire home,Entire home/apt,4,1,2,176,4.82,3.58,Mount Pleasant
13837849,Yes,Riley Park,Entire home,Entire home/apt,8,2,4,579,4.83,0.2,Other
13843432,Yes,Grandview-Woodland,Other,Private room,2,1,1,90,4.78,3.02,Other
13858633,No,Downtown,Entire condo,Entire home/apt,5,2,2,270,4.56,0.24,Downtown
13885190,Yes,Mount Pleasant,Entire home,Entire home/apt,3,1,0,172,4.63,0.31,Mount Pleasant
13914085,No,Downtown,Other,Private room,2,1,1,401,4.88,1,Downtown
13962385,Yes,Grandview-Woodland,Private room in home,Private room,2,1,1,66,4.83,1.92,Other
13998682,No,West End,Entire rental unit,Entire home/apt,2,2,2,215,4.93,0.6,Other
13999349,No,Downtown,Entire rental unit,Entire home/apt,4,2,2,200,5,0.16,Downtown
14029073,Yes,Hastings-Sunrise,Private room in home,Private room,2,1,1,99,4.67,0.79,Other
14107152,Yes,Kensington-Cedar Cottage,Entire rental unit,Entire home/apt,4,1,1,150,4.68,1.89,Other
14127036,No,Sunset,Entire home,Entire home/apt,4,1,2,180,4.89,0.31,Other
14167369,Yes,Grandview-Woodland,Private room in home,Private room,2,1.5,1,66,4.83,1.17,Other
14168267,Yes,Grandview-Woodland,Entire home,Entire home/apt,4,1,2,163,4.91,2.68,Other
